MeterNo,MeterType,LONG,LAT,Status,Borough
4233171,Strada,-73.9366295415,40.7549829367,Active,Queens
4233129,Strada,-73.9190399348,40.7703830321,Active,Queens
4233128,Strada,-73.9185852242,40.7702613778,Active,Queens
4233089,Strada,-73.9202179508,40.7666456928,Active,Queens
4233168,Strada,-73.9217071279,40.766661018,Inactive,Queens
4233155,Strada,-73.9201111396,40.7631113588,Active,Queens
4233082,Strada,-73.9210127743,40.7633589322,Active,Queens
4233081,Strada,-73.9191751543,40.7656159022,Active,Queens
4221282,Strada,-73.8691121469,40.7487988701,Active,Queens
4221252,Strada,-73.8700430236,40.749166001,Active,Queens
4203044,Strada,-73.8986361589,40.746193316,Active,Queens
4203021,Strada,-73.9045626491,40.7418696363,Active,Queens
4193040,Strada,-73.8631023996,40.7477444743,Active,Queens
4193037,Strada,-73.8632335949,40.748138024,Active,Queens
4072437,Strada,-73.9163980014,40.7546479986,Active,Queens
4072274,Strada,-73.9171873775,40.7651916668,Active,Queens
4072232,Strada,-73.918528106,40.7588227554,Active,Queens
4072202,Strada,-73.9196387713,40.7594674471,Active,Queens
4072201,Strada,-73.9194735335,40.7592663426,Active,Queens
4072188,Strada,-73.9211635721,40.7568820505,Active,Queens
4072187,Strada,-73.9204564422,40.756553069,Active,Queens
4072182,Strada,-73.9194696652,40.7560901251,Active,Queens
4072181,Strada,-73.9198478549,40.756136049,Active,Queens
4072180,Strada,-73.9205122497,40.7564519367,Inactive,Queens
4072179,Strada,-73.9213824102,40.7568580332,Active,Queens
4061157,Strada,-73.8217946647,40.7567772014,Active,Queens
4061142,Strada,-73.8278896734,40.7629455006,Active,Queens
4061139,Strada,-73.8266574026,40.7712744184,Active,Queens
4061138,Strada,-73.8266648936,40.7716879901,Active,Queens
4061137,Strada,-73.8266721602,40.7720963061,Active,Queens
4061135,Strada,-73.8332855056,40.7643190225,Inactive,Queens
4061120,Strada,-73.8323937947,40.7527546597,Active,Queens
4061289,Strada,-73.8333149388,40.7548947259,Active,Queens
4061288,Strada,-73.8334628345,40.755329791,Active,Queens
4043062,Strada,-73.8280823878,40.7129189707,Active,Queens
4043061,Strada,-73.8290310461,40.7133115435,Active,Queens
4043049,Strada,-73.836953484,40.7190372376,Active,Queens
4033051,Strada,-73.80323006,40.7025415677,Active,Queens
4033038,Strada,-73.8039627852,40.6967435225,Active,Queens
4033037,Strada,-73.8037403498,40.6966469711,Active,Queens
4033036,Strada,-73.804063992,40.6963754699,Active,Queens
4023120,Strada,-73.8314303247,40.7074554349,Active,Queens
4013095,Strada,-73.9270809078,40.7436660312,Active,Queens
4013094,Strada,-73.9272024192,40.7435928716,Active,Queens
4013069,Strada,-73.9159406743,40.7424409345,Active,Queens
4013002,Strada,-73.9138761685,40.7460295106,Inactive,Queens
1113005,Strada,-74.0052549053,40.7065657257,Active,Manhattan
1113001,Strada,-74.0057104997,40.7059763941,Active,Manhattan
1113004,Strada,-74.0065913681,40.7050952047,Active,Manhattan
1113002,Strada,-74.0060360494,40.7055042997,Active,Manhattan
1483118,Strada,-74.0057138145,40.7080651478,Active,Manhattan
1483117,Strada,-74.0110143334,40.7036459721,Active,Manhattan
1483116,Strada,-74.008347364,40.7044053574,Active,Manhattan
1483115,Strada,-74.0055546251,40.7065849853,Active,Manhattan
1483114,Strada,-74.0057968845,40.7076621451,Active,Manhattan
1483113,Strada,-74.0060530452,40.7078872399,Active,Manhattan
1483111,Strada,-74.0096450913,40.7046380634,Active,Manhattan
1483089,Strada,-74.0042309673,40.7075968128,Active,Manhattan
1483088,Strada,-74.0076008462,40.7104082377,Active,Manhattan
1483087,Strada,-74.0065173391,40.7094278674,Active,Manhattan
1483045,Strada,-74.0095776521,40.7051940584,Active,Manhattan
1483044,Strada,-74.0085080758,40.7053527162,Active,Manhattan
1483043,Strada,-74.0105126353,40.7085323802,Active,Manhattan
1483042,Strada,-74.0102590364,40.7083662912,Active,Manhattan
1483041,Strada,-74.0094703677,40.707211744,Active,Manhattan
1483038,Strada,-74.0087823976,40.7071171296,Retired,Manhattan
1483037,Strada,-74.0100942933,40.7090088411,Active,Manhattan
1483036,Strada,-74.0094589907,40.7087107467,Active,Manhattan
1483035,Strada,-74.0086265557,40.7093543425,Active,Manhattan
1483034,Strada,-74.009029606,40.7091417243,Active,Manhattan
1483033,Strada,-74.0074795969,40.7085486103,Active,Manhattan
1483032,Strada,-74.0078049047,40.7077888653,Retired,Manhattan
1483031,Strada,-74.0071902379,40.7069748927,Active,Manhattan
1483030,Strada,-74.0049146855,40.7054464222,Inactive,Manhattan
1483029,Strada,-74.0051292423,40.7074871552,Active,Manhattan
1483028,Strada,-74.004148006,40.7060920173,Active,Manhattan
1483027,Strada,-74.0047685312,40.7065104663,Active,Manhattan
1483026,Strada,-74.005090251,40.707084397,Active,Manhattan
1483025,Strada,-74.0075361988,40.7089375274,Active,Manhattan
1483024,Strada,-74.0079708592,40.7092505887,Active,Manhattan
1483023,Strada,-74.0079709355,40.7100368059,Active,Manhattan
1483022,Strada,-74.0081911168,40.7098151936,Inactive,Manhattan
1483019,Strada,-74.0074849879,40.7100412015,Active,Manhattan
1483018,Strada,-74.0061799069,40.7093796502,Inactive,Manhattan
1483017,Strada,-74.0058429211,40.7092089273,Inactive,Manhattan
1483016,Strada,-74.0054325525,40.7089811451,Active,Manhattan
1483015,Strada,-74.0050845768,40.7086508238,Active,Manhattan
1483014,Strada,-74.005044518,40.7088312781,Active,Manhattan
1483013,Strada,-74.0045937649,40.7082963772,Active,Manhattan
1483012,Strada,-74.0042861553,40.7078903864,Active,Manhattan
1483011,Strada,-74.0046424537,40.7081163153,Active,Manhattan
1483009,Strada,-74.005335096,40.7093274511,Active,Manhattan
1483008,Strada,-74.0057839605,40.710177989,Active,Manhattan
1483007,Strada,-74.0062820649,40.7100463415,Active,Manhattan
1483006,Strada,-74.0070164273,40.710423515,Active,Manhattan
1483005,Strada,-74.0075360723,40.710708203,Inactive,Manhattan
1483004,Strada,-74.007900237,40.710924312,Inactive,Manhattan
1483003,Strada,-74.0060915357,40.71154642,Active,Manhattan
1483002,Strada,-74.0066512599,40.7114512176,Inactive,Manhattan
4353046,Strada,-73.8945645036,40.7276477647,Active,Queens
4283150,Strada,-73.7890369564,40.7655474434,Active,Queens
4283129,Strada,-73.7910636004,40.7677848876,Active,Queens
4283128,Strada,-73.7912861642,40.7680397173,Active,Queens
4283112,Strada,-73.7892784866,40.765866445,Active,Queens
4283031,Strada,-73.7823304073,40.7567502572,Active,Queens
4283044,Strada,-73.7940660073,40.7535402363,Active,Queens
4129944,Strada,-73.8922316051,40.7465620098,Active,Queens
4129943,Strada,-73.8915160563,40.7470367185,Active,Queens
4122427,Strada,-73.8935003868,40.7476405998,Active,Queens
4122349,Strada,-73.8956461652,40.7489126234,Active,Queens
4122412,Strada,-73.8958811483,40.749302063,Active,Queens
4122370,Strada,-73.8786514504,40.7501765826,Active,Queens
4122363,Strada,-73.8759629019,40.7488692039,Active,Queens
4122357,Strada,-73.873794809,40.7489389091,Active,Queens
4122327,Strada,-73.8719337043,40.7488349184,Active,Queens
4122298,Strada,-73.8908118528,40.7493057051,Active,Queens
4122288,Strada,-73.8914038963,40.7464464709,Inactive,Queens
4122286,Strada,-73.8927412977,40.7466455412,Active,Queens
4122283,Strada,-73.8939777482,40.7465163061,Active,Queens
4181688,Strada,-73.9070180304,40.7736015227,Active,Queens
4181687,Strada,-73.9078414629,40.7741849747,Active,Queens
4181682,Strada,-73.9085359798,40.774674884,Active,Queens
4181680,Strada,-73.9092943283,40.7752116449,Active,Queens
4181677,Strada,-73.9099715372,40.7756859901,Active,Queens
4181675,Strada,-73.9111454551,40.7765168579,Active,Queens
4181670,Strada,-73.9093920318,40.7754786525,Active,Queens
4152692,Strada,-73.9532299812,40.7439888164,Active,Queens
4152687,Strada,-73.9545127125,40.7417437754,Active,Queens
4152686,Strada,-73.9567327175,40.7421334194,Active,Queens
4152683,Strada,-73.9320555998,40.743068183,Active,Queens
4152146,Strada,-73.9537105205,40.7449030195,Active,Queens
4152139,Strada,-73.9540485403,40.7442331733,Active,Queens
4152135,Strada,-73.9538030065,40.7438679646,Active,Queens
4152094,Strada,-73.9414588292,40.7515455359,Active,Queens
4152093,Strada,-73.9407516617,40.7512379595,Active,Queens
4152092,Strada,-73.9413514512,40.7514012491,Active,Queens
4152091,Strada,-73.9409163047,40.7512130055,Active,Queens
4152090,Strada,-73.9389441073,40.7504534222,Active,Queens
4152076,Strada,-73.9384255821,40.750226252,Inactive,Queens
4152054,Strada,-73.94499989,40.7461802754,Active,Queens
4152053,Strada,-73.944359353,40.7464341654,Active,Queens
4152051,Strada,-73.9417967887,40.7474582842,Active,Queens
4152047,Strada,-73.9410025423,40.7475307482,Active,Queens
4151984,Strada,-73.9318387185,40.7441473612,Active,Queens
4151980,Strada,-73.9335210228,40.7427654394,Active,Queens
4151979,Strada,-73.9338594544,40.7427128015,Active,Queens
4151978,Strada,-73.9341043533,40.7414947294,Active,Queens
3623011,Strada,-73.8612689442,40.6799896415,Inactive,Brooklyn
3623010,Strada,-73.8601433089,40.6803106687,Inactive,Brooklyn
3623009,Strada,-73.8599006236,40.6802485549,Inactive,Brooklyn
3623008,Strada,-73.8622269594,40.6795859956,Inactive,Brooklyn
3602930,Strada,-73.9728726054,40.6326956785,Active,Brooklyn
3602929,Strada,-73.9739161832,40.6322027307,Active,Brooklyn
3602928,Strada,-73.9745142685,40.6319180072,Active,Brooklyn
3602927,Strada,-73.9757689523,40.6313273837,Active,Brooklyn
3602688,Strada,-73.963778917,40.6414404492,Active,Brooklyn
3593034,Strada,-73.9289246092,40.6391834927,Active,Brooklyn
3593033,Strada,-73.9288056929,40.6380745201,Active,Brooklyn
3573017,Strada,-73.9413609084,40.5971411382,Active,Brooklyn
3523023,Strada,-73.9638035842,40.6765601094,Active,Brooklyn
3523022,Strada,-73.9638770768,40.6766661753,Active,Brooklyn
3523021,Strada,-73.9636395491,40.6756696962,Active,Brooklyn
3523020,Strada,-73.9633809291,40.6745762971,Active,Brooklyn
3523019,Strada,-73.963372499,40.6746698643,Active,Brooklyn
3523018,Strada,-73.9631630639,40.6735628681,Inactive,Brooklyn
3523017,Strada,-73.9632743384,40.6737297115,Active,Brooklyn
3523016,Strada,-73.963105131,40.6728820474,Active,Brooklyn
3523010,Strada,-73.9632702517,40.6747976048,Active,Brooklyn
3523009,Strada,-73.9633635857,40.6752769661,Active,Brooklyn
3523008,Strada,-73.9635018256,40.6759419836,Active,Brooklyn
3523007,Strada,-73.9636826256,40.6769044849,Active,Brooklyn
3523006,Strada,-73.9637560321,40.6772847378,Active,Brooklyn
3523005,Strada,-73.9629860946,40.6742354123,Active,Brooklyn
3523004,Strada,-73.9629332406,40.6739672363,Active,Brooklyn
3523003,Strada,-73.9628023182,40.673279603,Active,Brooklyn
3513003,Strada,-73.9892092634,40.6133916745,Active,Brooklyn
3503038,Strada,-73.9774423407,40.6438636365,Active,Brooklyn
3493073,Strada,-73.995538484,40.6318336937,Active,Brooklyn
3493030,Strada,-74.000546502,40.6128354659,Active,Brooklyn
3483034,Strada,-73.9722597114,40.6054891334,Active,Brooklyn
3483032,Strada,-73.9690889758,40.6047914357,Active,Brooklyn
3441587,Strada,-73.9903562915,40.6433515872,Active,Brooklyn
3423056,Strada,-74.0302284105,40.6252676918,Active,Brooklyn
3423030,Strada,-74.0304657852,40.625143342,Active,Brooklyn
3423011,Strada,-74.0164370655,40.6391277304,Active,Brooklyn
3423010,Strada,-74.0169585086,40.6386250743,Active,Brooklyn
3413016,Strada,-73.962595263,40.6105093484,Active,Brooklyn
3413004,Strada,-73.9640079573,40.6179604541,Active,Brooklyn
3413003,Strada,-73.9641326851,40.6186095586,Active,Brooklyn
3413002,Strada,-73.9642730407,40.619369341,Active,Brooklyn
1403060,Strada,-73.9880395911,40.7614171065,Active,Manhattan
1403059,Strada,-73.9885164736,40.7617213959,Active,Manhattan
1403058,Strada,-73.9888835942,40.7617704365,Active,Manhattan
1403057,Strada,-73.9894557171,40.7620120244,Active,Manhattan
1403056,Strada,-73.9895649787,40.7621633939,Active,Manhattan
1403054,Strada,-73.9898447451,40.7614560483,Active,Manhattan
1403052,Strada,-73.9892665743,40.7612110947,Inactive,Manhattan
1403051,Strada,-73.9888893539,40.7609586872,Active,Manhattan
1403050,Strada,-73.9884118815,40.7608538448,Active,Manhattan
1403048,Strada,-73.9879123193,40.7606411258,Active,Manhattan
1403033,Strada,-73.9834439328,40.7677882317,Active,Manhattan
1403032,Strada,-73.9842028078,40.7681085114,Active,Manhattan
1403026,Strada,-73.9884910948,40.7633467533,Active,Manhattan
1403025,Strada,-73.9833156009,40.7668087578,Active,Manhattan
1403024,Strada,-73.9840094672,40.7671052966,Active,Manhattan
1403023,Strada,-73.9846766174,40.767388738,Active,Manhattan
1403022,Strada,-73.9850349466,40.767540972,Active,Manhattan
1403020,Strada,-73.984717465,40.7675870568,Active,Manhattan
1403019,Strada,-73.9840952451,40.7673256501,Active,Manhattan
1403018,Strada,-73.9836601628,40.7671426014,Active,Manhattan
1403017,Strada,-73.9833165272,40.7669977043,Active,Manhattan
1403016,Strada,-73.9839571922,40.7662346589,Active,Manhattan
1403013,Strada,-73.9862601368,40.7648661843,Inactive,Manhattan
1403014,Strada,-73.9852939921,40.7644599881,Active,Manhattan
1403012,Strada,-73.9871349403,40.7652344176,Active,Manhattan
1403009,Strada,-73.9858359182,40.7637585191,Inactive,Manhattan
1403008,Strada,-73.9870995001,40.7642931996,Active,Manhattan
1403007,Strada,-73.987594928,40.7644973614,Active,Manhattan
1403005,Strada,-73.9877497579,40.7637413012,Active,Manhattan
1403004,Strada,-73.9872182431,40.7636311118,Active,Manhattan
1403003,Strada,-73.9867671809,40.7634402845,Active,Manhattan
1403001,Strada,-73.9861132455,40.7631618698,Active,Manhattan
1409945,Strada,-73.9841699975,40.7655143599,Active,Manhattan
1409944,Strada,-73.9890485179,40.7584448003,Active,Manhattan
1409943,Strada,-73.9873755472,40.7607365307,Active,Manhattan
1409942,Strada,-73.9861303636,40.7624466598,Active,Manhattan
1403155,Strada,-73.9970325765,40.7623860574,Active,Manhattan
1403125,Strada,-73.9889183697,40.7687931983,Active,Manhattan
1403069,Strada,-73.9864650615,40.7619911876,Active,Manhattan
1403063,Strada,-73.9886482894,40.7624895878,Inactive,Manhattan
1403062,Strada,-73.9880346226,40.7622294006,Inactive,Manhattan
1403053,Strada,-73.9894117118,40.7611821713,Active,Manhattan
1403049,Strada,-73.9884115577,40.7607545695,Active,Manhattan
1403047,Strada,-73.9879091365,40.7605403032,Active,Manhattan
1403034,Strada,-73.9828785502,40.7675500424,Active,Manhattan
1403030,Strada,-73.9828998923,40.7677109079,Active,Manhattan
1403028,Strada,-73.9869537037,40.762700293,Active,Manhattan
1403027,Strada,-73.9879713191,40.7631294787,Active,Manhattan
1403011,Strada,-73.9853449471,40.7643730626,Active,Manhattan
1403010,Strada,-73.9855415858,40.7636339492,Active,Manhattan
1403002,Strada,-73.9863658397,40.7631637442,Active,Manhattan
1348078,Strada,-73.9523362431,40.7895772319,Inactive,Manhattan
1243035,Strada,-73.9959343812,40.717416209,Active,Manhattan
1243034,Strada,-73.9958999792,40.7174815875,Active,Manhattan
1243033,Strada,-73.9982649557,40.7159147121,Active,Manhattan
1243032,Strada,-73.9979980139,40.7163479585,Active,Manhattan
1243031,Strada,-73.9975451849,40.7170949517,Active,Manhattan
1243030,Strada,-73.9973769215,40.7173634639,Active,Manhattan
1243029,Strada,-73.9975972858,40.7171618535,Active,Manhattan
1243028,Strada,-73.9973021128,40.7176373577,Active,Manhattan
1243027,Strada,-73.9969295824,40.7180778724,Active,Manhattan
1243026,Strada,-73.9967250727,40.7183982043,Active,Manhattan
1243025,Strada,-73.9965615077,40.7187289838,Active,Manhattan
1243022,Strada,-73.996333597,40.7192979918,Active,Manhattan
1243021,Strada,-73.9961675789,40.7197133475,Active,Manhattan
1243020,Strada,-73.9963740175,40.7194351453,Active,Manhattan
1243019,Strada,-73.9962143905,40.7198319029,Active,Manhattan
1243018,Strada,-73.9966262883,40.7209223348,Active,Manhattan
1243017,Strada,-73.9967315203,40.7208912243,Active,Manhattan
1243016,Strada,-73.9969930959,40.7199903679,Active,Manhattan
1243015,Strada,-73.9970996538,40.7197253929,Active,Manhattan
1243014,Strada,-73.9969995339,40.7202159079,Active,Manhattan
1243013,Strada,-73.9972024191,40.7197013789,Active,Manhattan
1243012,Strada,-73.9974134614,40.7189863583,Active,Manhattan
1243011,Strada,-73.9976543829,40.7185254285,Active,Manhattan
1243010,Strada,-73.9975721936,40.7188618942,Active,Manhattan
1243009,Strada,-73.9977807208,40.7184826559,Active,Manhattan
1243008,Strada,-73.9980128169,40.7179476221,Active,Manhattan
1243007,Strada,-73.9983146259,40.7174648482,Active,Manhattan
1243006,Strada,-73.9981440404,40.7178957018,Active,Manhattan
1243005,Strada,-73.9984965986,40.7173275185,Active,Manhattan
1243004,Strada,-73.9987541194,40.7167524351,Active,Manhattan
1243003,Strada,-73.9989117203,40.7164978697,Active,Manhattan
1243002,Strada,-73.9988564568,40.7167456787,Active,Manhattan
1243001,Strada,-73.9990857843,40.7163748273,Active,Manhattan
1218194,Strada,-73.9666437963,40.8045463452,Active,Manhattan
1218193,Strada,-73.9662906023,40.8050215103,Active,Manhattan
1208069,Strada,-73.938906147,40.7996630653,Active,Manhattan
1208043,Strada,-73.9494363334,40.7848499799,Active,Manhattan
1043009,Strada,-73.9768892528,40.7431441163,Active,Manhattan
1043008,Strada,-73.983669663,40.7339331446,Active,Manhattan
1043007,Strada,-73.9841289649,40.7333016708,Active,Manhattan
1043006,Strada,-73.9829119285,40.7349724658,Active,Manhattan
1043005,Strada,-73.9823954375,40.7356815523,Active,Manhattan
1043004,Strada,-73.9820363184,40.7361748518,Active,Manhattan
1043003,Strada,-73.9815914002,40.7367844648,Active,Manhattan
1043002,Strada,-73.98111891,40.7374338813,Active,Manhattan
1043001,Strada,-73.9805700441,40.7381464634,Active,Manhattan
1033004,Strada,-73.9667289171,40.7937795115,Active,Manhattan
1033003,Strada,-73.9663855168,40.7942505283,Active,Manhattan
1033002,Strada,-73.9659761888,40.794818458,Active,Manhattan
1033001,Strada,-73.9657217302,40.7951652922,Active,Manhattan
1023015,Strada,-73.9897064242,40.7180099897,Active,Manhattan
1023014,Strada,-73.9903611565,40.7182072067,Active,Manhattan
1023013,Strada,-73.9903323363,40.7180263945,Active,Manhattan
1023012,Strada,-73.9905991288,40.7175008123,Active,Manhattan
1023011,Strada,-73.9901191095,40.7184393917,Active,Manhattan
1023010,Strada,-73.995035147,40.7135787753,Active,Manhattan
1023009,Strada,-73.9957770999,40.7135145337,Active,Manhattan
1023008,Strada,-73.9964210323,40.7134589904,Active,Manhattan
1023007,Strada,-73.9968551055,40.7134229898,Active,Manhattan
1023006,Strada,-73.9971599133,40.7135459246,Active,Manhattan
1023005,Strada,-73.9966524909,40.7135873651,Active,Manhattan
1023004,Strada,-73.9959627633,40.7136457564,Active,Manhattan
1023003,Strada,-73.9954239679,40.7136915659,Active,Manhattan
1023002,Strada,-73.9969807722,40.712446765,Active,Manhattan
1023001,Strada,-73.9971761908,40.7131484046,Active,Manhattan
5053286,Strada,-74.1180109304,40.5731350342,Active,Staten Island
5053285,Strada,-74.1185016405,40.5727797158,Active,Staten Island
5053273,Strada,-74.1158266257,40.5741863369,Active,Staten Island
5053272,Strada,-74.1159405629,40.5742407938,Active,Staten Island
5043070,Strada,-74.1141037017,40.6291330561,Active,Staten Island
5043013,Strada,-74.107905032,40.6302348009,Active,Staten Island
4512477,Strada,-73.8146808372,40.7279582812,Active,Queens
1433699,Strada,-73.9686518145,40.7544983918,Active,Manhattan
1433695,Strada,-73.9667956157,40.7570538353,Active,Manhattan
1433700,Strada,-73.9690738672,40.753922511,Active,Manhattan
1433056,Strada,-73.9771376488,40.7593814008,Active,Manhattan
1433010,Strada,-73.9816928622,40.7572093955,Active,Manhattan
1433009,Strada,-73.9832515118,40.7586886166,Active,Manhattan
1433007,Strada,-73.9771990947,40.7626783132,Active,Manhattan
1433006,Strada,-73.9825488718,40.7550090115,Active,Manhattan
1433716,Strada,-73.9687725245,40.7587521273,Inactive,Manhattan
1433715,Strada,-73.9693055714,40.7580131334,Active,Manhattan
1433714,Strada,-73.9696580385,40.7575411037,Active,Manhattan
1433717,Strada,-73.968386418,40.7592752747,Active,Manhattan
1433713,Strada,-73.9706718141,40.7561407251,Active,Manhattan
1433712,Strada,-73.9711165304,40.7555261382,Active,Manhattan
1433711,Strada,-73.9715566515,40.7549294342,Active,Manhattan
1433708,Strada,-73.9728865648,40.7531054181,Active,Manhattan
1433707,Strada,-73.9734948189,40.7522732763,Active,Manhattan
1433706,Strada,-73.9737769823,40.7518868835,Active,Manhattan
1433705,Strada,-73.9714169558,40.7507128341,Active,Manhattan
1433704,Strada,-73.9709366857,40.7513701814,Active,Manhattan
1433703,Strada,-73.9704741174,40.7520034174,Active,Manhattan
1433702,Strada,-73.9700251927,40.7526175436,Active,Manhattan
1433701,Strada,-73.9695882245,40.7532085219,Active,Manhattan
1433696,Strada,-73.9673369102,40.7563040493,Active,Manhattan
1433694,Strada,-73.9663988929,40.7576002467,Active,Manhattan
1433693,Strada,-73.9658917583,40.7582878304,Active,Manhattan
1433692,Strada,-73.9654206959,40.758928881,Active,Manhattan
1433008,Strada,-73.982790441,40.7642148069,Active,Manhattan
1433005,Strada,-73.9831285484,40.7619120513,Active,Manhattan
1433004,Strada,-73.9802989226,40.7622511797,Active,Manhattan
1433003,Strada,-73.9796258446,40.7619652713,Active,Manhattan
1433002,Strada,-73.9821301307,40.7613770335,Active,Manhattan
1433001,Strada,-73.9810053987,40.7609042409,Inactive,Manhattan
1264986,Strada,-73.9531323957,40.7724417879,Inactive,Manhattan
1264960,Strada,-73.9568714266,40.7710198731,Inactive,Manhattan
1264893,Strada,-73.9580874128,40.7644698352,Active,Manhattan
1133002,Strada,-73.9836600064,40.7257368794,Active,Manhattan
1133001,Strada,-73.9766828958,40.7362002276,Active,Manhattan
1109656,Strada,-73.9440494088,40.8236411736,Active,Manhattan
4103003,Strada,-73.8375752315,40.5807086574,Active,Queens
4103008,Strada,-73.8364069393,40.5784281081,Active,Queens
4103007,Strada,-73.8365851595,40.5787390647,Active,Queens
4103006,Strada,-73.8367443961,40.579016898,Active,Queens
4103005,Strada,-73.8369612122,40.5793951916,Active,Queens
4103013,Strada,-73.8378283534,40.5806593735,Active,Queens
4103012,Strada,-73.8381205215,40.5811610414,Inactive,Queens
4093001,Strada,-73.9090538026,40.7003766344,Active,Queens
4443157,Strada,-73.8308670032,40.6597382683,Active,Queens
4443152,Strada,-73.840471475,40.6623924574,Active,Queens
4443151,Strada,-73.8403355728,40.6618123957,Active,Queens
4443150,Strada,-73.8400904706,40.6608599837,Active,Queens
4443149,Strada,-73.8398535925,40.6598968311,Active,Queens
4443075,Strada,-73.8379836349,40.6815501082,Active,Queens
4443028,Strada,-73.8304181244,40.6852397058,Active,Queens
4152118,Strada,-73.949834676,40.7439019124,Active,Queens
4153001,Strada,-73.9279733711,40.7474406971,Active,Queens
4152111,Strada,-73.9544398279,40.7413856924,Active,Queens
4152110,Strada,-73.9542442132,40.7419697468,Active,Queens
4093005,Strada,-73.9056946452,40.6995649043,Active,Queens
4093004,Strada,-73.9101838888,40.6997226943,Inactive,Queens
4093003,Strada,-73.9098208166,40.7008203792,Active,Queens
4152112,Strada,-73.9541252659,40.7418449774,Active,Queens
1473119,Strada,-73.9941822384,40.7291579378,Active,Manhattan
1473118,Strada,-73.9903932187,40.7337009386,Retired,Manhattan
1473117,Strada,-73.9906176848,40.7329574598,Active,Manhattan
1473116,Strada,-73.9909488324,40.7314739233,Active,Manhattan
1473115,Strada,-73.9937416266,40.7318780977,Active,Manhattan
1473114,Strada,-73.9931617899,40.7316336749,Active,Manhattan
1473113,Strada,-73.9925587612,40.7313797779,Active,Manhattan
1473109,Strada,-73.9920632994,40.7344929869,Active,Manhattan
1473108,Strada,-73.9912464156,40.7341516829,Active,Manhattan
1473104,Strada,-74.000991999,40.7197635258,Active,Manhattan
1473103,Strada,-74.0010722354,40.7210120151,Active,Manhattan
1473102,Strada,-74.0003484101,40.7219601552,Active,Manhattan
1473101,Strada,-74.0003042337,40.7220835341,Active,Manhattan
1473100,Strada,-73.9994395221,40.7215345619,Active,Manhattan
1473099,Strada,-73.9994438825,40.7216681705,Active,Manhattan
1473098,Strada,-73.9984030797,40.7228738628,Retired,Manhattan
1473097,Strada,-73.999325716,40.7232321836,Active,Manhattan
1473095,Strada,-73.9983720744,40.7244856902,Active,Manhattan
1473094,Strada,-73.9972109702,40.7239479631,Active,Manhattan
1473093,Strada,-73.9954313911,40.7262704443,Active,Manhattan
1473092,Strada,-73.9948718704,40.7260955068,Active,Manhattan
1473091,Strada,-73.9954858259,40.7264001099,Active,Manhattan
1473090,Strada,-73.9945235207,40.726899412,Active,Manhattan
1473089,Strada,-73.9946535793,40.7268380818,Active,Manhattan
1473088,Strada,-73.994782825,40.7270277133,Active,Manhattan
1473087,Strada,-73.9948947297,40.7269601387,Active,Manhattan
1473086,Strada,-73.9952056104,40.7279688543,Active,Manhattan
1473085,Strada,-73.9950991946,40.7280161058,Active,Manhattan
1473084,Strada,-73.9944606658,40.7276341126,Active,Manhattan
1473083,Strada,-73.9940167469,40.7274125859,Active,Manhattan
1473082,Strada,-73.9942384457,40.7276520713,Active,Manhattan
1473076,Strada,-73.9947507706,40.7286033248,Active,Manhattan
1473077,Strada,-73.9946117118,40.7286422113,Inactive,Manhattan
1473075,Strada,-73.9941419014,40.7292663714,Active,Manhattan
1473074,Strada,-73.9936694842,40.729725903,Active,Manhattan
1473073,Strada,-73.9936682507,40.729838688,Active,Manhattan
1473072,Strada,-73.9924738064,40.729955612,Active,Manhattan
1473071,Strada,-73.9920724047,40.7298924225,Active,Manhattan
1473070,Strada,-73.9923705151,40.7300666694,Active,Manhattan
1473069,Strada,-73.9919137851,40.7299882436,Active,Manhattan
1473067,Strada,-73.9907298158,40.7331011782,Retired,Manhattan
1473066,Strada,-73.9914518981,40.7310209736,Active,Manhattan
1473065,Strada,-73.9910568355,40.7308553248,Active,Manhattan
1473064,Strada,-73.9908575854,40.7315368634,Active,Manhattan
1473063,Strada,-73.9917059497,40.7317845611,Active,Manhattan
1473062,Strada,-73.9930251629,40.7323464406,Active,Manhattan
1473061,Strada,-73.99355087,40.7325703465,Active,Manhattan
1473055,Strada,-73.9929432284,40.733192155,Active,Manhattan
1473054,Strada,-73.992508038,40.7330090443,Active,Manhattan
1473053,Strada,-73.992018153,40.7328024483,Active,Manhattan
1473052,Strada,-73.9902121651,40.7337155944,Active,Manhattan
1473046,Strada,-73.9994409667,40.7221616155,Active,Manhattan
1473045,Strada,-73.9992716384,40.7223629792,Active,Manhattan
1473044,Strada,-73.9989398155,40.7227575439,Active,Manhattan
1473043,Strada,-73.9995590466,40.7222539623,Active,Manhattan
1473042,Strada,-73.9993941251,40.72244816,Active,Manhattan
1473041,Strada,-73.9986431363,40.7233344268,Inactive,Manhattan
1473040,Strada,-73.9982923802,40.7237496794,Active,Manhattan
1473039,Strada,-73.9985854046,40.723172121,Active,Manhattan
1473038,Strada,-73.9983127239,40.7234961999,Active,Manhattan
1473037,Strada,-73.9980172275,40.7238474037,Active,Manhattan
1473036,Strada,-73.997812084,40.724091211,Active,Manhattan
1473035,Strada,-73.9974583941,40.7245036568,Active,Manhattan
1473034,Strada,-73.9970369837,40.7250015923,Active,Manhattan
1473033,Strada,-73.997791549,40.7243423176,Active,Manhattan
1473032,Strada,-73.9975412519,40.7246376922,Active,Manhattan
1473031,Strada,-73.9959827616,40.7262484204,Active,Manhattan
