MeterNo,MeterType,LONG,LAT,Status,Borough
4233002,Strada,-73.9363920191,40.7596176793,Active,Queens
4233003,Strada,-73.9355362807,40.7592156712,Active,Queens
4233004,Strada,-73.9348829575,40.7589102226,Active,Queens
4233010,Strada,-73.9271761953,40.7553137268,Active,Queens
4233030,Strada,-73.927985735,40.7559528625,Active,Queens
4233029,Strada,-73.9280533906,40.756050009,Active,Queens
4233165,Strada,-73.9308077043,40.7610212285,Active,Queens
4233164,Strada,-73.9307499343,40.7608934392,Active,Queens
4233053,Strada,-73.9291280349,40.7625949479,Inactive,Queens
4233054,Strada,-73.9303214296,40.7611769127,Active,Queens
4233026,Strada,-73.9291032072,40.7561000202,Active,Queens
4233025,Strada,-73.9289991054,40.7560744034,Active,Queens
4233024,Strada,-73.9288031755,40.7563176017,Active,Queens
4233158,Strada,-73.9296111415,40.7671461083,Active,Queens
4233157,Strada,-73.9300275602,40.7669531759,Active,Queens
4233151,Strada,-73.9196115577,40.7662686913,Active,Queens
4233150,Strada,-73.9198446121,40.7659803915,Inactive,Queens
4233149,Strada,-73.9216269975,40.7637882773,Active,Queens
4233058,Strada,-73.9231270777,40.7673984821,Active,Queens
4233121,Strada,-73.9253516172,40.7682139455,Active,Queens
4233102,Strada,-73.9252860782,40.7686582575,Active,Queens
4233119,Strada,-73.9254336392,40.7688536571,Active,Queens
4233120,Strada,-73.9249954124,40.7688361766,Active,Queens
4233148,Strada,-73.9241659477,40.7684408816,Active,Queens
4233147,Strada,-73.9240815579,40.7683963465,Active,Queens
4233117,Strada,-73.9240648491,40.7682155918,Active,Queens
4233133,Strada,-73.9234210801,40.7680557729,Active,Queens
4233098,Strada,-73.922173704,40.767513329,Active,Queens
4233094,Strada,-73.9204436418,40.7667708308,Active,Queens
4233093,Strada,-73.9204054732,40.7666687107,Active,Queens
4233156,Strada,-73.9180884426,40.765593745,Active,Queens
4233152,Strada,-73.9223786166,40.760326394,Active,Queens
4233088,Strada,-73.9231801592,40.760696603,Active,Queens
4233087,Strada,-73.9231312887,40.7606058139,Active,Queens
4233086,Strada,-73.9228908186,40.7610542028,Active,Queens
4233085,Strada,-73.9212612657,40.7630536259,Active,Queens
4233084,Strada,-73.9227901968,40.7610255669,Active,Queens
4233083,Strada,-73.9212061935,40.762970921,Active,Queens
4233080,Strada,-73.91910367,40.7655512751,Active,Queens
4233079,Strada,-73.918877559,40.7659816598,Active,Queens
4233078,Strada,-73.9188005403,40.7659245208,Active,Queens
4233146,Strada,-73.9196586032,40.7663942238,Active,Queens
4233145,Strada,-73.9199319294,40.7660597498,Active,Queens
4233144,Strada,-73.9219750087,40.7633662192,Active,Queens
4233143,Strada,-73.9235912757,40.7613757733,Active,Queens
4233141,Strada,-73.9239272061,40.7609648242,Active,Queens
4233142,Strada,-73.9236839847,40.76144794,Active,Queens
4233140,Strada,-73.9240282166,40.7610216533,Active,Queens
4233137,Strada,-73.9248157825,40.7613996211,Active,Queens
4233136,Strada,-73.9247323733,40.7613448069,Active,Queens
4233135,Strada,-73.9244558089,40.7618399945,Active,Queens
4233134,Strada,-73.9243542203,40.7618121752,Active,Queens
4233097,Strada,-73.9208412827,40.7662856005,Active,Queens
4233096,Strada,-73.920723949,40.7662740168,Active,Queens
4233061,Strada,-73.9264506467,40.7620995465,Inactive,Queens
4233060,Strada,-73.9261295579,40.7624994821,Active,Queens
4233059,Strada,-73.9260104835,40.7624938685,Active,Queens
4233057,Strada,-73.9268149179,40.7628644996,Active,Queens
4233056,Strada,-73.9268382473,40.7629881357,Active,Queens
4233055,Strada,-73.9270317654,40.7625882786,Inactive,Queens
4233132,Strada,-73.9271714489,40.7625729305,Active,Queens
4233052,Strada,-73.9285018273,40.763245434,Inactive,Queens
4233131,Strada,-73.9286317476,40.7632924732,Active,Queens
4233130,Strada,-73.9283987378,40.7635348507,Active,Queens
4233072,Strada,-73.9209863964,40.7672235878,Active,Queens
4233071,Strada,-73.9215868484,40.766501058,Active,Queens
4233070,Strada,-73.9231334572,40.7645904873,Active,Queens
4233069,Strada,-73.9236620331,40.7639437813,Active,Queens
4233068,Strada,-73.9251445092,40.7620913715,Inactive,Queens
4233067,Strada,-73.925604481,40.7615350873,Inactive,Queens
4233066,Strada,-73.9259541508,40.761110195,Inactive,Queens
4233065,Strada,-73.9262707521,40.760723561,Active,Queens
4233064,Strada,-73.9268427703,40.7600175939,Active,Queens
4233063,Strada,-73.9262408709,40.7610767118,Active,Queens
4233062,Strada,-73.9257244847,40.7617093286,Active,Queens
4293049,Strada,-73.8260150577,40.6861852946,Active,Queens
4293048,Strada,-73.8261175877,40.686162472,Active,Queens
4293047,Strada,-73.8257782099,40.6857062024,Active,Queens
4293046,Strada,-73.825910305,40.6857391397,Active,Queens
4293031,Strada,-73.8266985327,40.6859176743,Active,Queens
4293042,Strada,-73.8268812872,40.686033463,Active,Queens
4293043,Strada,-73.8270053189,40.6860482343,Active,Queens
4293026,Strada,-73.8262116192,40.6858381674,Active,Queens
4293044,Strada,-73.8266728508,40.6856085319,Active,Queens
4293045,Strada,-73.8267477651,40.6855244807,Active,Queens
4293032,Strada,-73.8273259738,40.6858555076,Active,Queens
4293041,Strada,-73.8278142534,40.6860217855,Active,Queens
4293040,Strada,-73.8278960691,40.6859511022,Inactive,Queens
4293039,Strada,-73.8275947788,40.6855616339,Active,Queens
4293038,Strada,-73.8277047294,40.6855492382,Active,Queens
4293025,Strada,-73.8273257793,40.6857186451,Active,Queens
4293033,Strada,-73.8285018246,40.6857467034,Active,Queens
4293024,Strada,-73.8281800731,40.6856273788,Active,Queens
4293034,Strada,-73.8286819296,40.685867041,Active,Queens
4293036,Strada,-73.8284391815,40.6854157904,Active,Queens
4293037,Strada,-73.8285207519,40.6853493117,Active,Queens
4293035,Strada,-73.828758307,40.685783595,Active,Queens
4283138,Strada,-73.793966522,40.7795208847,Active,Queens
4283136,Strada,-73.7938325198,40.7801223882,Active,Queens
4283137,Strada,-73.7937679258,40.7797961405,Active,Queens
4283125,Strada,-73.7966229232,40.7732196883,Active,Queens
4283126,Strada,-73.7965162569,40.7732061959,Active,Queens
4283124,Strada,-73.7967218422,40.7734712668,Active,Queens
4283119,Strada,-73.792760266,40.7701063154,Active,Queens
4283120,Strada,-73.7944824314,40.7720765547,Active,Queens
4283127,Strada,-73.7960791295,40.7731307965,Active,Queens
4283123,Strada,-73.7963751219,40.7735511373,Active,Queens
4283121,Strada,-73.7955043166,40.7732384156,Retired,Queens
4283122,Strada,-73.795278772,40.7731609373,Active,Queens
4283143,Strada,-73.8028234474,40.7809757323,Active,Queens
4283144,Strada,-73.8025462204,40.780555176,Active,Queens
4283148,Strada,-73.8019342716,40.7803594368,Active,Queens
4283149,Strada,-73.8019133138,40.7802786535,Active,Queens
4283141,Strada,-73.801953258,40.7805852457,Active,Queens
4283142,Strada,-73.8016820048,40.7808338181,Active,Queens
4283147,Strada,-73.8022675018,40.7794564251,Active,Queens
4283140,Strada,-73.8021105703,40.7798984258,Active,Queens
4283139,Strada,-73.8028210366,40.7799888341,Active,Queens
4283146,Strada,-73.8029687722,40.7800768283,Active,Queens
4283145,Strada,-73.8028825843,40.7803807182,Active,Queens
4283103,Strada,-73.8031759892,40.7619076405,Active,Queens
4283066,Strada,-73.8070993086,40.7635251809,Active,Queens
4283068,Strada,-73.8064482474,40.7634473549,Active,Queens
4283067,Strada,-73.8063430049,40.7634429637,Active,Queens
4283065,Strada,-73.805926594,40.763130568,Active,Queens
4283069,Strada,-73.8055373151,40.7631947345,Active,Queens
4283070,Strada,-73.8054196426,40.7632359979,Active,Queens
4283064,Strada,-73.8051594695,40.7628733159,Active,Queens
4283071,Strada,-73.8045290222,40.7629015856,Active,Queens
4283063,Strada,-73.80389853,40.7625651664,Active,Queens
4283096,Strada,-73.8036075984,40.762729649,Active,Queens
4283062,Strada,-73.8030489256,40.7625694046,Active,Queens
4283109,Strada,-73.8035415443,40.7624526873,Active,Queens
4283106,Strada,-73.8030550044,40.7620476543,Active,Queens
4283105,Strada,-73.8024641373,40.7619927131,Active,Queens
4283107,Strada,-73.801886575,40.7623306523,Active,Queens
4283108,Strada,-73.8017684824,40.7623990326,Active,Queens
4283104,Strada,-73.8017455952,40.7619299643,Active,Queens
4283098,Strada,-73.8014597246,40.7615415914,Active,Queens
4283097,Strada,-73.8023950936,40.7616007563,Active,Queens
4283061,Strada,-73.802370646,40.7612127536,Active,Queens
4283101,Strada,-73.8020391281,40.7611870756,Active,Queens
4283102,Strada,-73.8019463654,40.761081365,Active,Queens
4283060,Strada,-73.801740227,40.760734644,Active,Queens
4283059,Strada,-73.8007578333,40.7600430393,Active,Queens
4283043,Strada,-73.7931958455,40.7533517328,Active,Queens
4283058,Strada,-73.8013672434,40.7601792559,Active,Queens
4283057,Strada,-73.8018396972,40.7605372727,Active,Queens
4283056,Strada,-73.8024104252,40.7609693842,Active,Queens
4283100,Strada,-73.8028972624,40.7610238623,Active,Queens
4283099,Strada,-73.8029729908,40.7612907165,Active,Queens
4283091,Strada,-73.8038373309,40.7603060249,Active,Queens
4283092,Strada,-73.8036153631,40.7601488504,Active,Queens
4283095,Strada,-73.803735515,40.7616552474,Active,Queens
4283094,Strada,-73.8038147013,40.7610941558,Active,Queens
4283093,Strada,-73.8038729106,40.7606603593,Active,Queens
4283090,Strada,-73.8039638634,40.7600028496,Active,Queens
4283089,Strada,-73.8041944055,40.7582944999,Active,Queens
4283088,Strada,-73.8042973439,40.7575461975,Active,Queens
4283087,Strada,-73.8043867513,40.7568882623,Active,Queens
4283086,Strada,-73.804518583,40.7559324192,Active,Queens
4283085,Strada,-73.8046241616,40.7551527759,Active,Queens
4283084,Strada,-73.8047095621,40.754524814,Active,Queens
4283083,Strada,-73.8047425226,40.7553449819,Active,Queens
4283082,Strada,-73.8046714183,40.7558897819,Active,Queens
4283081,Strada,-73.8045540807,40.7567110617,Active,Queens
4283080,Strada,-73.8045070058,40.7570562921,Active,Queens
4283079,Strada,-73.8040983761,40.7600840871,Active,Queens
4283078,Strada,-73.8040200012,40.7606358817,Active,Queens
4283077,Strada,-73.8039586223,40.7611083884,Active,Queens
4283076,Strada,-73.8040878315,40.7613837094,Active,Queens
4283075,Strada,-73.8040925918,40.7614692765,Active,Queens
4283074,Strada,-73.8038710831,40.7617676265,Active,Queens
4283055,Strada,-73.8046523548,40.7624891385,Active,Queens
4283054,Strada,-73.8055702057,40.7627978612,Active,Queens
4283052,Strada,-73.8064096157,40.7629325489,Active,Queens
4283053,Strada,-73.8065272084,40.7629020562,Active,Queens
4283051,Strada,-73.8067975229,40.7632122886,Active,Queens
4283072,Strada,-73.8116799675,40.7649172671,Active,Queens
4283073,Strada,-73.8136795524,40.7652479079,Active,Queens
4283014,Strada,-73.8172658977,40.7544997819,Active,Queens
4283013,Strada,-73.8179277712,40.7540698481,Active,Queens
4283050,Strada,-73.8076878435,40.7635098791,Active,Queens
4283049,Strada,-73.8086860462,40.7638377044,Active,Queens
4283048,Strada,-73.8104029644,40.7643944513,Active,Queens
4283047,Strada,-73.8114647769,40.7646823891,Active,Queens
4283046,Strada,-73.8122119199,40.7648140395,Active,Queens
4283045,Strada,-73.813522877,40.7650392936,Active,Queens
4283012,Strada,-73.8194599541,40.753203913,Active,Queens
4283011,Strada,-73.8186521077,40.7537297668,Active,Queens
4283010,Strada,-73.8181723007,40.7540529725,Active,Queens
4283009,Strada,-73.8174757734,40.7545106659,Active,Queens
4283016,Strada,-73.817224181,40.7548282704,Active,Queens
4283015,Strada,-73.8173333459,40.7550493389,Active,Queens
4283003,Strada,-73.8153825817,40.7558165129,Active,Queens
4283004,Strada,-73.8159198985,40.7560830143,Active,Queens
4283005,Strada,-73.8164752317,40.7562299906,Active,Queens
4283002,Strada,-73.8150027293,40.7555845974,Active,Queens
4283001,Strada,-73.8148176563,40.755517468,Active,Queens
4283008,Strada,-73.8154040578,40.7554108184,Active,Queens
4283007,Strada,-73.815905328,40.7557380662,Active,Queens
4283006,Strada,-73.8166594477,40.7562290583,Active,Queens
4283042,Strada,-73.7922779233,40.753280833,Active,Queens
4283041,Strada,-73.791868694,40.7529887097,Active,Queens
4283040,Strada,-73.7916524685,40.7527998091,Active,Queens
4283039,Strada,-73.7928106017,40.7531236001,Active,Queens
4283131,Strada,-73.7822976151,40.7668858568,Active,Queens
4283026,Strada,-73.7787750994,40.7579780123,Active,Queens
4283025,Strada,-73.7797411387,40.7575414575,Active,Queens
4283030,Strada,-73.7798190917,40.7574267386,Active,Queens
4283027,Strada,-73.7819412152,40.7577371495,Active,Queens
4283024,Strada,-73.7820279765,40.7575497388,Active,Queens
4283023,Strada,-73.7827133643,40.7574854128,Active,Queens
4283022,Strada,-73.7826187939,40.7575958644,Active,Queens
4283029,Strada,-73.7827722459,40.7579843862,Active,Queens
4283028,Strada,-73.7829903971,40.7580282315,Active,Queens
4283034,Strada,-73.7839769216,40.759241073,Active,Queens
4283033,Strada,-73.783758209,40.758834685,Active,Queens
4283032,Strada,-73.783494174,40.7583470316,Active,Queens
4283021,Strada,-73.7845282892,40.7577599467,Active,Queens
4283036,Strada,-73.7849917975,40.75799725,Active,Queens
4283035,Strada,-73.7840691491,40.7579117302,Active,Queens
4283037,Strada,-73.7870845191,40.7580208247,Active,Queens
4283020,Strada,-73.7887224178,40.7577705698,Active,Queens
4283019,Strada,-73.7898995563,40.7577386862,Active,Queens
4283018,Strada,-73.7905950347,40.7577200982,Active,Queens
4283017,Strada,-73.7924120481,40.7576719822,Active,Queens
4283038,Strada,-73.7927473024,40.7578575348,Active,Queens
4283135,Strada,-73.7894951887,40.7611276261,Active,Queens
4283110,Strada,-73.7874408002,40.764008474,Active,Queens
4283130,Strada,-73.7873501669,40.7644466644,Active,Queens
4283111,Strada,-73.7887862205,40.7652290242,Active,Queens
4283114,Strada,-73.7901452948,40.7670827373,Active,Queens
4283113,Strada,-73.7898308099,40.7666416805,Active,Queens
4283116,Strada,-73.7900779248,40.7674850211,Active,Queens
4283115,Strada,-73.7903175643,40.767519023,Active,Queens
4283117,Strada,-73.7909277398,40.7680112706,Active,Queens
4283118,Strada,-73.7915645957,40.7687399866,Active,Queens
4353038,Strada,-73.8934509589,40.727390434,Active,Queens
4353020,Strada,-73.8937766036,40.7266169451,Active,Queens
4353037,Strada,-73.893035563,40.7274419678,Active,Queens
4353036,Strada,-73.8927257862,40.7276103702,Active,Queens
4353035,Strada,-73.8920707466,40.7279549116,Active,Queens
4353030,Strada,-73.8917947906,40.7279317293,Active,Queens
4353027,Strada,-73.8924959562,40.7275634653,Active,Queens
4353026,Strada,-73.893474798,40.7269546815,Active,Queens
4353019,Strada,-73.8941339173,40.7265557,Active,Queens
4353018,Strada,-73.8948505725,40.7261228451,Active,Queens
4353011,Strada,-73.8974207014,40.7247146591,Active,Queens
4353010,Strada,-73.8980072116,40.7244152365,Inactive,Queens
4353007,Strada,-73.8989725567,40.723921334,Active,Queens
4353006,Strada,-73.8996537862,40.7235741528,Active,Queens
4353005,Strada,-73.9002351224,40.7232773628,Active,Queens
4353003,Strada,-73.9018211709,40.7223471306,Active,Queens
4193034,Strada,-73.8632253792,40.7477507727,Active,Queens
4193033,Strada,-73.8631085337,40.7475280933,Active,Queens
4193058,Strada,-73.8552661344,40.7441057317,Active,Queens
4193062,Strada,-73.8544528599,40.7425471899,Active,Queens
4193061,Strada,-73.8544886763,40.7422278978,Active,Queens
4193059,Strada,-73.8547853336,40.7428108326,Active,Queens
4193064,Strada,-73.8554865777,40.7435331747,Active,Queens
4193060,Strada,-73.8546690253,40.7429862192,Active,Queens
4193063,Strada,-73.8543313319,40.7427481395,Active,Queens
4193056,Strada,-73.8563842728,40.7436887113,Active,Queens
4193066,Strada,-73.8569789506,40.7439473099,Active,Queens
4193065,Strada,-73.8563812816,40.7438295182,Active,Queens
4193026,Strada,-73.8555880187,40.751258964,Active,Queens
4193024,Strada,-73.8590906517,40.7505462869,Active,Queens
4193023,Strada,-73.8613377965,40.7499459389,Inactive,Queens
4193039,Strada,-73.8639931213,40.7494747682,Active,Queens
4193001,Strada,-73.855123392,40.7518576022,Active,Queens
4193052,Strada,-73.8637338015,40.7466395035,Active,Queens
4193019,Strada,-73.861838808,40.7502542695,Active,Queens
4193053,Strada,-73.8634867937,40.7473012533,Active,Queens
4193046,Strada,-73.8634587972,40.747893726,Active,Queens
4193047,Strada,-73.8635147624,40.7483196035,Active,Queens
4193048,Strada,-73.8632932854,40.7484102948,Active,Queens
4193049,Strada,-73.8634025215,40.7485800034,Active,Queens
4193051,Strada,-73.8631407943,40.7488544843,Active,Queens
4193050,Strada,-73.8629512264,40.7494302684,Active,Queens
4193028,Strada,-73.8628754298,40.7491939589,Active,Queens
4193054,Strada,-73.8633743348,40.747668174,Active,Queens
4193045,Strada,-73.8629871981,40.7475217112,Active,Queens
4193043,Strada,-73.8632832465,40.7476211332,Active,Queens
4193041,Strada,-73.8633158557,40.7475229815,Active,Queens
4193044,Strada,-73.862858957,40.7477477967,Active,Queens
4193042,Strada,-73.8628399139,40.7476631398,Active,Queens
4193038,Strada,-73.8625717445,40.7489173466,Active,Queens
4193027,Strada,-73.8625563857,40.7490022776,Active,Queens
4193035,Strada,-73.8627752047,40.7486156707,Active,Queens
4193036,Strada,-73.86289075,40.7486224621,Active,Queens
4193031,Strada,-73.8616283583,40.7496312063,Active,Queens
4193032,Strada,-73.8615098405,40.749620446,Active,Queens
4193057,Strada,-73.8554391249,40.7433807374,Active,Queens
4193025,Strada,-73.8564884168,40.7513009588,Active,Queens
4193022,Strada,-73.8621201899,40.7498713319,Inactive,Queens
4193021,Strada,-73.863247855,40.7497523964,Active,Queens
4193020,Strada,-73.8637210763,40.7497016068,Active,Queens
4193017,Strada,-73.863331325,40.7506486153,Active,Queens
4193006,Strada,-73.863332474,40.7505537608,Active,Queens
4193012,Strada,-73.8627609087,40.7508150738,Active,Queens
4193011,Strada,-73.8626862473,40.7507485292,Active,Queens
4193014,Strada,-73.8635264896,40.7516106664,Active,Queens
4193013,Strada,-73.8632444062,40.751061544,Active,Queens
4193016,Strada,-73.863592454,40.7515147829,Active,Queens
4193015,Strada,-73.86331417,40.7509836943,Active,Queens
4193010,Strada,-73.8629789996,40.750560852,Active,Queens
4193009,Strada,-73.8628036881,40.7502104632,Active,Queens
4193008,Strada,-73.863010109,40.7503787444,Active,Queens
4193007,Strada,-73.8628792228,40.7501257533,Active,Queens
4193018,Strada,-73.8620982333,40.7505267496,Inactive,Queens
4193005,Strada,-73.8632541888,40.7498631573,Active,Queens
4193004,Strada,-73.8622358462,40.7499788945,Active,Queens
4193003,Strada,-73.8565139553,40.751466258,Active,Queens
4221270,Strada,-73.8700922015,40.7487123143,Active,Queens
4221269,Strada,-73.8702948937,40.7488657739,Active,Queens
4221274,Strada,-73.8692460611,40.7473967766,Active,Queens
4221273,Strada,-73.8687545211,40.7474688633,Active,Queens
4221278,Strada,-73.8685181105,40.7470518173,Active,Queens
4221279,Strada,-73.8682697212,40.7459839531,Active,Queens
4221284,Strada,-73.8678753318,40.7492582592,Active,Queens
4221268,Strada,-73.8708324705,40.7489423907,Active,Queens
4221285,Strada,-73.8686898382,40.7484895263,Active,Queens
4221283,Strada,-73.8688689417,40.7491417929,Active,Queens
4221280,Strada,-73.8687823822,40.7482984252,Active,Queens
4221281,Strada,-73.8686694847,40.7484044312,Active,Queens
4221277,Strada,-73.8687339659,40.7479297537,Active,Queens
4221276,Strada,-73.8691041772,40.7485630146,Active,Queens
4221272,Strada,-73.8694304726,40.748624922,Active,Queens
4221275,Strada,-73.869963605,40.7490194222,Active,Queens
4221242,Strada,-73.8721976284,40.7532839663,Active,Queens
4221240,Strada,-73.8723716869,40.7542806039,Active,Queens
4221267,Strada,-73.8718893922,40.7536943242,Active,Queens
4221258,Strada,-73.8679725741,40.7493813979,Active,Queens
4221255,Strada,-73.8706132011,40.7492942105,Active,Queens
4221254,Strada,-73.8704475909,40.7492086347,Active,Queens
4221253,Strada,-73.8714564948,40.7509940438,Active,Queens
4221251,Strada,-73.8698142722,40.7496739384,Active,Queens
4221250,Strada,-73.8702389446,40.750384796,Active,Queens
4221249,Strada,-73.8706110691,40.75100158,Active,Queens
4221244,Strada,-73.871231673,40.7521208904,Active,Queens
4221243,Strada,-73.871580728,40.7527669766,Active,Queens
4221241,Strada,-73.8720333294,40.7536314488,Active,Queens
4221266,Strada,-73.8714881858,40.7529286449,Active,Queens
4221265,Strada,-73.8711051405,40.7522026976,Active,Queens
4221262,Strada,-73.8704915605,40.7511079946,Active,Queens
4221261,Strada,-73.870136416,40.7505128847,Active,Queens
4221260,Strada,-73.8698279331,40.7500024155,Active,Queens
4221257,Strada,-73.8692186952,40.7497315481,Active,Queens
4221256,Strada,-73.8691899268,40.74982231,Active,Queens
4221246,Strada,-73.8718132284,40.7512680694,Active,Queens
4221245,Strada,-73.8712267727,40.7514680337,Active,Queens
4221264,Strada,-73.8704190551,40.7517138145,Active,Queens
4221263,Strada,-73.8703283483,40.7516436431,Active,Queens
4221248,Strada,-73.8711136811,40.7513889985,Active,Queens
4221247,Strada,-73.8718671838,40.751131075,Active,Queens
4221259,Strada,-73.8689662461,40.7492889934,Active,Queens
4033039,Strada,-73.8053099753,40.6968564177,Active,Queens
4033056,Strada,-73.7942108479,40.7044828093,Active,Queens
4033055,Strada,-73.7946738474,40.7050774117,Active,Queens
4033057,Strada,-73.7918594709,40.702121235,Active,Queens
4033067,Strada,-73.783923312,40.7080282423,Active,Queens
4033066,Strada,-73.7831021721,40.7080561421,Active,Queens
4033033,Strada,-73.8072053675,40.6980088856,Active,Queens
4033044,Strada,-73.8062844666,40.6985305607,Active,Queens
4033043,Strada,-73.8054357701,40.6988419165,Active,Queens
4033042,Strada,-73.8066212903,40.6987568105,Inactive,Queens
4033032,Strada,-73.8077498346,40.6979875347,Active,Queens
4033031,Strada,-73.8069039576,40.6982992105,Active,Queens
4033030,Strada,-73.8066746833,40.6985678669,Active,Queens
4033029,Strada,-73.8066495877,40.6991725219,Active,Queens
4033004,Strada,-73.8109020699,40.7022181559,Active,Queens
4033047,Strada,-73.7973789458,40.7033280697,Active,Queens
4033046,Strada,-73.7976470546,40.7037166233,Active,Queens
4033053,Strada,-73.8021872396,40.7023795311,Active,Queens
4033052,Strada,-73.8020212641,40.7024271224,Retired,Queens
4033070,Strada,-73.7873295195,40.7078749085,Active,Queens
4033064,Strada,-73.7871371616,40.7077201247,Active,Queens
4033041,Strada,-73.8061369613,40.698017889,Active,Queens
4033040,Strada,-73.8058779999,40.6976107955,Active,Queens
4033034,Strada,-73.8064539689,40.6982589869,Active,Queens
4033035,Strada,-73.8056680457,40.6969956031,Active,Queens
4033018,Strada,-73.8057397474,40.702270178,Active,Queens
4033017,Strada,-73.8056536649,40.7023279601,Active,Queens
4033014,Strada,-73.8073272001,40.7028583262,Active,Queens
4033013,Strada,-73.806985808,40.7020813005,Active,Queens
4033016,Strada,-73.8068540791,40.7024388267,Active,Queens
4033015,Strada,-73.8072153714,40.7028628973,Active,Queens
4033012,Strada,-73.806902981,40.7021446856,Active,Queens
4033002,Strada,-73.8090947967,40.7021756751,Active,Queens
4033001,Strada,-73.8089210318,40.7020484764,Active,Queens
4033007,Strada,-73.8092957617,40.7018206249,Active,Queens
4033006,Strada,-73.8097466178,40.7018934221,Active,Queens
4033005,Strada,-73.8105602459,40.7020372578,Active,Queens
4033010,Strada,-73.8049879659,40.7020487905,Active,Queens
4033073,Strada,-73.7919201825,40.7066534009,Active,Queens
4033072,Strada,-73.7903753437,40.7070944766,Active,Queens
4033071,Strada,-73.7882323451,40.707647683,Active,Queens
4033069,Strada,-73.7862603898,40.7080311729,Active,Queens
4033068,Strada,-73.7851649873,40.7080286627,Active,Queens
4033065,Strada,-73.7862748538,40.7078348976,Active,Queens
4033063,Strada,-73.7882386819,40.7074450575,Active,Queens
4033062,Strada,-73.7889338563,40.7073049653,Active,Queens
4033061,Strada,-73.7901706818,40.7069448048,Active,Queens
4033060,Strada,-73.7910239307,40.7066989831,Active,Queens
4033075,Strada,-73.7912950909,40.7064429547,Active,Queens
4033074,Strada,-73.7913699739,40.7063634436,Active,Queens
4033059,Strada,-73.7916659416,40.7065192156,Active,Queens
4033024,Strada,-73.8058946678,40.7017651366,Active,Queens
4033023,Strada,-73.8061691373,40.701104982,Active,Queens
4033022,Strada,-73.8063213574,40.7015766313,Active,Queens
4033021,Strada,-73.8062247207,40.7016278096,Active,Queens
4033020,Strada,-73.8068739526,40.7015375806,Active,Queens
4033019,Strada,-73.8069956014,40.7015766832,Active,Queens
4033027,Strada,-73.804400165,40.7018175641,Active,Queens
4033028,Strada,-73.8042286211,40.7018145898,Active,Queens
4033050,Strada,-73.801429038,40.7030573671,Active,Queens
4033049,Strada,-73.7986705873,40.7029871367,Active,Queens
4033048,Strada,-73.7989583307,40.7033740746,Active,Queens
4033054,Strada,-73.7958987078,40.7034574374,Inactive,Queens
4033058,Strada,-73.7923500562,40.7046863678,Active,Queens
4033045,Strada,-73.8029278697,40.7024858897,Active,Queens
4033026,Strada,-73.8052914145,40.7013964711,Inactive,Queens
4033008,Strada,-73.8084100231,40.7010721145,Active,Queens
4033009,Strada,-73.80910227,40.700981116,Active,Queens
4033003,Strada,-73.8094320281,40.7019619386,Active,Queens
4033011,Strada,-73.8062502341,40.7018541311,Active,Queens
4033025,Strada,-73.805411598,40.7014134527,Active,Queens
4013080,Strada,-73.9221261249,40.7398457683,Active,Queens
4013018,Strada,-73.9303521259,40.7447485769,Active,Queens
4013017,Strada,-73.9295493888,40.744652887,Active,Queens
4013089,Strada,-73.928139766,40.7436743285,Active,Queens
4013020,Strada,-73.927007679,40.7445749152,Inactive,Queens
4013019,Strada,-73.9268897367,40.7446241737,Inactive,Queens
4013091,Strada,-73.9307718579,40.7441961077,Active,Queens
4013090,Strada,-73.9299569911,40.7440732416,Active,Queens
4013040,Strada,-73.9250491719,40.7443803113,Active,Queens
4013043,Strada,-73.9261198152,40.7445806409,Active,Queens
4013022,Strada,-73.9258256707,40.7452526974,Active,Queens
4013021,Strada,-73.9259585915,40.744587691,Active,Queens
4013088,Strada,-73.9279908624,40.743869261,Active,Queens
4013081,Strada,-73.9218575469,40.7412144857,Active,Queens
4013079,Strada,-73.9220221491,40.7411819971,Active,Queens
4013112,Strada,-73.9203433804,40.7413627228,Active,Queens
4013007,Strada,-73.914431536,40.7429047956,Active,Queens
4013001,Strada,-73.9130286784,40.7460507894,Active,Queens
4013047,Strada,-73.9254227305,40.7437106674,Active,Queens
4013078,Strada,-73.9219074825,40.7417396486,Active,Queens
4013100,Strada,-73.9204206622,40.7416607136,Active,Queens
4013111,Strada,-73.9197100361,40.7412840766,Active,Queens
4013066,Strada,-73.9189987596,40.7413994126,Active,Queens
4013065,Strada,-73.91891332,40.7418310891,Active,Queens
4013026,Strada,-73.9199525561,40.7451463885,Active,Queens
4013070,Strada,-73.9160669601,40.7423263065,Active,Queens
4013064,Strada,-73.9170283833,40.7424099461,Inactive,Queens
4013028,Strada,-73.9168015002,40.7435372599,Active,Queens
4013077,Strada,-73.9178810837,40.7426739539,Active,Queens
4013063,Strada,-73.917931522,40.7419849657,Active,Queens
4013062,Strada,-73.9180383522,40.741453701,Active,Queens
4013061,Strada,-73.918019335,40.7420766918,Active,Queens
4013060,Strada,-73.9181415682,40.7414699962,Active,Queens
4013068,Strada,-73.919116026,40.7413355266,Active,Queens
4013067,Strada,-73.9190371318,40.7417343149,Active,Queens
4013031,Strada,-73.9186687495,40.7435340254,Active,Queens
4013030,Strada,-73.9185587982,40.7436009274,Active,Queens
4013029,Strada,-73.9194923936,40.7436761214,Active,Queens
4013076,Strada,-73.9196358763,40.7429307602,Inactive,Queens
4013075,Strada,-73.9197971517,40.7421324648,Active,Queens
